9.720544911623409945e-01,0.000000000000000000e+00
1.008580772364471745e+00,1.549476794912075794e-01
9.302516159806610840e-01,1.950384499353341461e-01
8.215100640483110617e-01,2.993299884977224656e-01
8.317564026116485154e-01,4.329222642821726752e-01
7.722304526033771932e-01,4.809929026878278502e-01
7.838497386744415207e-01,4.356011362471578496e-01
6.989922241080943621e-01,5.761278633776372171e-01
7.287718009578905143e-01,5.780718496684014163e-01
6.689226964772015949e-01,4.915720914270502728e-01
6.024712980938817797e-01,5.644389125955973086e-01
6.424825375903655544e-01,5.756384140297752250e-01
5.858035255671145691e-01,6.042931558580930673e-01
4.171802284657086801e-01,6.507723243891758713e-01
4.153306414242681766e-01,6.276216752437417945e-01
3.761263403095482238e-01,5.928748587902626932e-01
3.151727472049176693e-01,5.920740426723574146e-01
3.002210455304231695e-01,6.076855723562205602e-01
2.389305484359067755e-01,5.733000415400341110e-01
1.708205101081237687e-01,5.701711730331551209e-01
1.732857411332894282e-01,6.188461405882486055e-01
1.373516595954523967e-01,5.360221899407302537e-01
9.159919246734656018e-02,4.734346850354620995e-01
5.061688955686402536e-02,5.281724154031363083e-01
-5.003866268756065189e-03,4.755075172489948709e-01
-1.035548521328261834e-01,4.710679527960604518e-01
-1.197001951436094808e-01,4.388340873105538997e-01
-1.198161311092373338e-01,4.172419435085282235e-01
-1.339336120612381609e-01,3.957168521324018751e-01
-1.541764460221227984e-01,4.199728756375161742e-01
-1.534178325489207739e-01,4.078030863219161972e-01
-1.588814075676510396e-01,3.858417132401036342e-01
-2.210639609143470463e-01,3.346912289870801471e-01
-2.579579083530449402e-01,3.032262096763280734e-01
-2.502824387645599113e-01,3.429804862880663774e-01
-2.523645840274061913e-01,2.884230592731155118e-01
-2.785991374954647215e-01,2.605339700992723162e-01
-2.980568395291005590e-01,2.458326920354597656e-01
-3.076866354672144199e-01,2.462486960584132356e-01
-2.878436417017466442e-01,2.251633932791756998e-01
-3.201759474759433566e-01,2.399997774955159313e-01
-2.917335982567178521e-01,2.330938342370402760e-01
-3.327027073077397645e-01,2.163891888183396839e-01
-3.217657684991276357e-01,1.754293498001535390e-01
-3.316476190619608300e-01,1.607450281295604577e-01
-3.348061870815045027e-01,6.469919461164193308e-02
-3.347368254329834425e-01,4.484342923567469913e-02
-3.377614381378641339e-01,2.677794989466942069e-02
-3.717041428186717011e-01,6.068733591720915956e-03
-3.533796541276168490e-01,1.713362424576600398e-03
-3.480217493122217953e-01,-6.263369267854855017e-04
-3.792069289246152164e-01,-1.652330192665993694e-02
-3.318510249697871339e-01,-2.337844536546930529e-02
-3.307586181381406143e-01,-2.555953382983489411e-02
-3.773609060826894623e-01,-2.684538595508912176e-02
-3.819904767228341491e-01,-4.632680762688523579e-02
-3.362001156215576603e-01,-7.860266131784797439e-02
-3.106626875611488425e-01,-9.133992286802755656e-02
-3.131745779090894799e-01,-1.254284250361274444e-01
-2.899777277583767132e-01,-1.487004181868963049e-01
-2.690656584933405759e-01,-1.854011733363418457e-01
-2.516960522427753588e-01,-1.851383239506709244e-01
-2.565363534678506419e-01,-1.839824691716140936e-01
-2.351517474166375243e-01,-1.984415833400735574e-01
-2.205989422124087496e-01,-2.160738890089110020e-01
-1.650028037158919325e-01,-2.768671255371744078e-01
-1.513757349191059698e-01,-2.812081449785232001e-01
-1.596763778373744280e-01,-2.547023420684154105e-01
-1.521355987885203431e-01,-2.653816267565020093e-01
-1.427852818900147425e-01,-2.772447410556500014e-01
-1.201748663897072023e-01,-2.768984347632295617e-01
-1.138609455124019176e-02,-2.729658304771701016e-01
-7.943766500794762972e-03,-2.640397396971559396e-01
1.647767054450735005e-03,-2.792756437953465287e-01
9.309856615287758277e-03,-2.899962148073688684e-01
1.173627071512037268e-02,-3.068865576367360570e-01
5.120898361938399507e-02,-2.794148589394009341e-01
5.902545566706123709e-02,-2.486937449718153170e-01
9.435337103520076429e-02,-2.448074263215402613e-01
1.077245311998994703e-01,-2.607570895935866218e-01
1.411657533126116915e-01,-2.149995399658142237e-01
1.423903920388673860e-01,-2.240908692033649063e-01
1.387582944302782617e-01,-2.202518263621916494e-01
1.591682930784666383e-01,-2.068599180401676230e-01
1.528361380982128925e-01,-2.206593307949514526e-01
1.588233169017384261e-01,-2.094175765350935747e-01
1.733261530834208364e-01,-1.775152743491237306e-01
1.911291450767625133e-01,-1.714344793027071101e-01
1.951565843925709698e-01,-1.787635374306482672e-01
2.013788959803842760e-01,-1.531754510715663820e-01
2.207750686654971484e-01,-1.590152198378721737e-01
2.229335730846153385e-01,-1.152847518021163642e-01
2.318249080048556954e-01,-9.381239808526785351e-02
2.284544645441068111e-01,-8.734878613086043131e-02
2.287875201566827998e-01,-7.472604448992520298e-02
2.445938736218117582e-01,-6.682763260381063830e-02
2.338233519921531223e-01,-5.866831236715806808e-02
2.383747514431919790e-01,-2.110755889070705174e-02
2.029128570308482149e-01,2.411827839336309204e-02
2.367055333604112799e-01,2.804248060573834994e-02
